gene,cytoband,CNA,num,freq
SLC26A6,3p21.31,HOMDEL,816,0.5%
BBOF1,14q24.3,HOMDEL,816,0.2%
SLC35A3,1p21.2,HOMDEL,816,0.1%
OR2M7,1q44,AMP,816,14.1%
CHI3L2,1p13.2,HOMDEL,816,0.2%
AMZ1,7p22.3,HOMDEL,816,0.5%
MICOS10,1p36.13,HOMDEL,816,0.5%
OR2T33,1q44,AMP,816,14.1%
CLYBL,13q32.3,AMP,816,3.1%
OR2M2,1q44,AMP,816,14.1%
CCDC88B,11q13.1,HOMDEL,816,0.1%
ZNF595,4p16.3,HOMDEL,816,0.9%
RNA5SP283,9q13,HOMDEL,816,1.0%
SYCE3,22q13.33,HOMDEL,816,0.9%
OR2L3,1q44,AMP,816,14.1%
CGA,6q14.3,HOMDEL,816,0.4%
PMPCA,9q34.3,HOMDEL,816,0.5%
OR2AK2,1q44,AMP,816,14.1%
COX6B2,19q13.42,AMP,816,2.7%
OR2L8,1q44,AMP,816,14.1%
PSME3,17q21.31,HOMDEL,816,0.4%
RPL7A,9q34.2,HOMDEL,816,0.2%
ARHGAP20,11q22.3-q23.1,HOMDEL,816,1.5%
LYPD8,1q44,AMP,816,14.1%
MUL1,1p36.12,HOMDEL,816,0.5%
ZNF329,19q13.43,AMP,816,2.1%
ZNF551,19q13.43,AMP,816,2.5%
AKIRIN2,6q15,HOMDEL,816,0.2%
MAP3K7,6q15,HOMDEL,816,0.2%
HIPK1,1p13.2,HOMDEL,816,0.2%
SPATA42,1p13.3,HOMDEL,816,0.5%
C7ORF50,7p22.3,HOMDEL,816,0.5%
TJP1,15q13.1,HOMDEL,816,2.3%
MEOX1,17q21.31,HOMDEL,816,0.6%
ACTN1,14q24.1,HOMDEL,816,0.4%
MFN1,3q26.33,AMP,816,5.1%
SEMA3F,3p21.31,HOMDEL,816,0.6%
TMEM101,17q21.31,HOMDEL,816,0.5%
CDC14A,1p21.2,HOMDEL,816,0.4%
C1ORF134,1p36.13,HOMDEL,816,0.6%
HIP1R,12q24.31,HOMDEL,816,0.1%
SHISA7,19q13.42,AMP,816,2.7%
NTNG1,1p13.3,HOMDEL,816,0.4%
CDPF1,22q13.31,HOMDEL,816,0.6%
PROX2,14q24.3,HOMDEL,816,0.2%
RABL2B,22q13.33,HOMDEL,816,0.9%
GALP,19q13.43,AMP,816,2.6%
RPL27,17q21.31,HOMDEL,816,0.4%
HEXIM2,17q21.31,HOMDEL,816,0.7%
SMIM8,6q15,HOMDEL,816,0.4%
PNMA1,14q24.3,HOMDEL,816,0.4%
PM20D2,6q15,HOMDEL,816,0.5%
NUMB,14q24.3,HOMDEL,816,0.5%
C1ORF52,1p22.3,HOMDEL,816,0.1%
TAF13,1p13.3,HOMDEL,816,0.2%
GDPD4,11q13.5,AMP,816,7.4%
F11,4q35.2,HOMDEL,816,1.8%
EXO1,1q43,AMP,816,13.7%
ZSCAN5C,19q13.43,AMP,816,2.6%
MOV10,1p13.2,HOMDEL,816,0.4%
SLC25A24,1p13.3,HOMDEL,816,0.2%
ZNF692,1q44,AMP,816,14.1%
NLRP2,19q13.42,AMP,816,2.1%
CASP8AP2,6q15,HOMDEL,816,0.4%
B4GALNT4,11p15.5,HOMDEL,816,0.9%
ZNF416,19q13.43,AMP,816,2.2%
PRAMEF22,1p36.21 alternate reference locus,HOMDEL,816,0.6%
ZNF549,19q13.43,AMP,816,2.2%
FUT8,14q23.3,HOMDEL,816,0.1%
SOX1,13q34,AMP,816,2.5%
CCDC8,19q13.32,HOMDEL,816,0.1%
HRAS,11p15.5,HOMDEL,816,0.9%
TRAIP,3p21.31,HOMDEL,816,0.6%
SBK2,19q13.42,AMP,816,2.8%
PSMA5,1p13.3,HOMDEL,816,0.2%
VSTM2B,19q12,AMP,816,3.7%
EPHA2,1p36.13,HOMDEL,816,0.7%
LSM12,17q21.31,HOMDEL,816,0.5%
DGKQ,4p16.3,HOMDEL,816,0.9%
BSN,3p21.31,HOMDEL,816,0.5%
HS6ST3,13q32.1,AMP,816,2.3%
MST1R,3p21.31,HOMDEL,816,0.6%
FCN1,9q34.3,HOMDEL,816,0.5%
MLC1,22q13.33,HOMDEL,816,0.9%
MCUR1,6p23,AMP,816,2.7%
ZNF667,19q13.43,AMP,816,2.5%
PRAMEF7,1p36.21,HOMDEL,816,0.6%
FNTA,8p11.21,HOMDEL,816,1.3%
PADI4,1p36.13,HOMDEL,816,0.6%
FAM27D1,9p11.2,HOMDEL,816,1.0%
GNB4,3q26.33,AMP,816,5.1%
SCO2,22q13.33,HOMDEL,816,0.9%
MRTO4,1p36.13,HOMDEL,816,0.5%
RDH13,19q13.42,AMP,816,2.7%
PGBP,1p13.2,HOMDEL,816,0.2%
NLRP6,11p15.5,HOMDEL,816,0.9%
GSTM5,1p13.3,HOMDEL,816,0.2%
CYP2W1,7p22.3,HOMDEL,816,0.5%
ZBTB16,11q23.2,HOMDEL,816,1.5%
TMED2,12q24.31,HOMDEL,816,0.2%
CCNE1,19q12,AMP,816,4.2%
RAB20,13q34,AMP,816,2.6%
LINC01558,6q27,HOMDEL,816,1.3%
ELFN1,7p22.3,HOMDEL,816,0.5%
ZNF26,12q24.33,HOMDEL,816,0.5%
SLC22A31,16q24.3,HOMDEL,816,2.0%
BICDL1,12q24.23,HOMDEL,816,0.2%
KCNMB3,3q26.32,AMP,816,5.3%
CDK10,16q24.3,HOMDEL,816,2.2%
RNA5SP375,12q24.31,HOMDEL,816,0.1%
SRRM4,12q24.23,HOMDEL,816,0.1%
BECN1,17q21.31,HOMDEL,816,0.4%
SLC16A4,1p13.3,HOMDEL,816,0.4%
PLCD3,17q21.31,HOMDEL,816,0.7%
GOLGA8M,15q13.1,HOMDEL,816,2.3%
POMT2,14q24.3,HOMDEL,816,0.1%
ACTBL2,5q11.2,HOMDEL,816,1.1%
NBPF4,1p13.3,HOMDEL,816,0.2%
MTRFR,12q24.31,HOMDEL,816,0.1%
DIABLO,12q24.31,HOMDEL,816,0.2%
RNF113B,13q32.2,AMP,816,2.6%
AACS,12q24.31,HOMDEL,816,0.2%
MAPK8IP2,22q13.33,HOMDEL,816,0.9%
EIF2B2,14q24.3,HOMDEL,816,0.2%
ZNF543,19q13.43,AMP,816,2.2%
MEN1,11q13,HOMDEL,816,0.4%
PRAMEF17,1p36.21,HOMDEL,816,0.6%
LAMP1,13q34,AMP,816,2.7%
IL17REL,22q13.33,HOMDEL,816,0.9%
LINC00507,12q24.32,HOMDEL,816,0.4%
DAOA,13q33.2,AMP,816,2.1%
TTLL8,22q13.33,HOMDEL,816,0.9%
TUBB2B,6p25.2,HOMDEL,816,1.0%
STOX2,4q35.1,HOMDEL,816,1.7%
AGL,1p21.2,HOMDEL,816,0.1%
RPS27P25,12q24.31,HOMDEL,816,0.2%
SUDS3,12q24.23,HOMDEL,816,0.1%
TMEM190,19q13.42,AMP,816,2.7%
SORT1,1p13.3,HOMDEL,816,0.2%
SDHD,11q23.1,HOMDEL,816,1.6%
GFOD1,6p24.1-p23,AMP,816,2.9%
MON1A,3p21.31,HOMDEL,816,0.6%
SPATA19,11q25,HOMDEL,816,1.8%
RNA5SP378,12q24.33,HOMDEL,816,0.7%
ATP5ME,4p16.3,HOMDEL,816,0.9%
TMEM86B,19q13.42,AMP,816,2.8%
PRKAB1,12q24.23,HOMDEL,816,0.2%
KLHDC7B,22q13.33,HOMDEL,816,0.9%
SPTLC2,14q24.3,HOMDEL,816,0.1%
DUX4L2,4q35.2,HOMDEL,816,2.1%
KCND3,1p13.2,HOMDEL,816,0.5%
TAS1R2,1p36.13,HOMDEL,816,0.5%
DBT,1p21.2,HOMDEL,816,0.1%
P2RX2,12q24.33,HOMDEL,816,0.5%
AKR7L,1p36.13,HOMDEL,816,0.5%
AMPD2,1p13.3,HOMDEL,816,0.2%
SDCCAG8,1q43-q44,AMP,816,14.1%
DOLPP1,9q34.11,HOMDEL,816,0.2%
SLC4A1,17q21.31,HOMDEL,816,0.6%
RN7SL5P,9p23,HOMDEL,816,1.1%
AQP11,11q14.1,AMP,816,7.8%
CENPBD1P,16q24.3,HOMDEL,816,2.2%
LINC00898,22q13.31,HOMDEL,816,0.7%
CELA2B,1p36.21,HOMDEL,816,0.6%
CPLX1,4p16.3,HOMDEL,816,0.9%
IL17C,16q24.2,HOMDEL,816,2.0%
COL24A1,1p22.3,HOMDEL,816,0.1%
SLC8A3,14q24.2,HOMDEL,816,0.2%
PLEKHM2,1p36.21,HOMDEL,816,0.7%
BET1L,11p15.5,HOMDEL,816,0.9%
PIERCE1,9q34.3,HOMDEL,816,0.5%
SLC25A24P1,1p13.3,HOMDEL,816,0.2%
RNA5SP284,9q13,HOMDEL,816,1.0%
VN1R1,19q13.4,AMP,816,2.1%
ZSCAN5DP,19q13.43,AMP,816,2.6%
SCCPDH,1q44,AMP,816,14.2%
SLC25A20,3p21.31,HOMDEL,816,0.5%
GSTM3,1p13.3,HOMDEL,816,0.2%
JAM3,11q25,HOMDEL,816,2.0%
CFAP107,1p36.21,HOMDEL,816,0.6%
PSMD13,11p15.5,HOMDEL,816,0.9%
PRKD2,19q13.32,HOMDEL,816,0.1%
ACTL8,1p36.13,HOMDEL,816,0.7%
DENND6B,22q13.33,HOMDEL,816,0.9%
CFAP77,9q34.13,HOMDEL,816,0.1%
CYSRT1,9q34.3,HOMDEL,816,0.4%
CEP162,6q14.2-q14.3,HOMDEL,816,0.4%
ERLIN2,8p11.23,AMP,816,13.4%
PINK1,1p36.12,HOMDEL,816,0.5%
LPAR3,1p22.3,HOMDEL,816,0.1%
DPP7,9q34.3,HOMDEL,816,0.4%
SOX21,13q32.1,AMP,816,2.1%
ARL2,11q13.1,HOMDEL,816,0.2%
CTSS,1q21.3,AMP,816,15.2%
EIF2S1,14q23.3,HOMDEL,816,0.1%
SOX12,20p13,HOMDEL,816,0.9%
SDHB,1p36.13,HOMDEL,816,0.6%
DUSP3,17q21.31,HOMDEL,816,0.5%
MST1,3p21.31,HOMDEL,816,0.5%
MANEA,6q16.1,HOMDEL,816,0.2%
NCOR2,12q24.31,HOMDEL,816,0.7%
AKR7A3,1p36.13,HOMDEL,816,0.5%
SEL1L,14q31,HOMDEL,816,0.1%
ADAP1,7p22.3,HOMDEL,816,0.5%
DAG1,3p21.31,HOMDEL,816,0.5%
ZMIZ1,10q22.3,AMP,816,2.6%
PRAMEF8,1p36.21,HOMDEL,816,0.6%
EPS8L3,1p13.3,HOMDEL,816,0.2%
COASY,17q21.2,HOMDEL,816,0.5%
RNA5SP51,1p22.3,HOMDEL,816,0.1%
WDR77,1p13.2,HOMDEL,816,0.2%
GSTM4,1p13.3,HOMDEL,816,0.2%
VPS25,17q21.31,HOMDEL,816,0.4%
LRRC38,1p36.21,HOMDEL,816,0.5%
PYGM,11q13.1,HOMDEL,816,0.2%
GOLGA3,12q24.33,HOMDEL,816,0.5%
ZNF814,19q13.43,AMP,816,2.3%
CARD11,7p22.2,HOMDEL,816,0.4%
PLA2G5,1p36.13,HOMDEL,816,0.5%
DYNLL1,12q24.31,HOMDEL,816,0.1%
PPP1R1B,17q12,AMP,816,12.5%
RNA5SP374,12q24.23,HOMDEL,816,0.1%
ZIM3,19q13.43,AMP,816,2.2%
TTC8,14q31.3,HOMDEL,816,0.1%
SFTPA1,10q22.3,AMP,816,2.7%
FAM201A,9p13.1,HOMDEL,816,0.5%
PGF,14q24.3,HOMDEL,816,0.2%
PRRC2B,9q34.13,HOMDEL,816,0.2%
C11ORF52,11q23.1,HOMDEL,816,1.6%
ANKRD20A1,9q21.11,HOMDEL,816,1.0%
SPPL3,12q24.31,HOMDEL,816,0.5%
POMT1,9q34.13,HOMDEL,816,0.2%
URAHP,16q24.3,HOMDEL,816,2.2%
ARHGAP35,19q13.32,HOMDEL,816,0.1%
TMEM51,1p36.21,HOMDEL,816,0.7%
HYAL2,3p21.31,HOMDEL,816,0.7%
PEX5L,3q26.33,AMP,816,5.0%
IGSF21,1p36.13,HOMDEL,816,0.9%
KMT5C,19q13.42,AMP,816,2.7%
KCNA3,1p13.3,HOMDEL,816,0.2%
LAYN,11q23.1,HOMDEL,816,1.7%
MFSD14A,1p21.2,HOMDEL,816,0.1%
QSER1,11p13,AMP,816,3.3%
RWDD4,4q35.1,HOMDEL,816,1.7%
DEPDC7,11p13,AMP,816,3.2%
TMCO4,1p36.13,HOMDEL,816,0.5%
DNAH10,12q24.31,HOMDEL,816,0.2%
DEFB129,20p13,HOMDEL,816,0.9%
PALMD,1p21.2,HOMDEL,816,0.1%
IP6K1,3p21.31,HOMDEL,816,0.6%
TMEM63C,14q24.3,HOMDEL,816,0.1%
MMP17,12q24.33,HOMDEL,816,0.7%
AARSD1,17q21.31,HOMDEL,816,0.4%
RNA5SP349,11q22.3,HOMDEL,816,1.5%
SFTPD,10q22.3,AMP,816,2.7%
BRAT1,7p22.3,HOMDEL,816,0.5%
ONECUT3,19p13.3,HOMDEL,816,1.0%
USP28,11q23.2,HOMDEL,816,1.5%
PDGFA,7p22.3,HOMDEL,816,0.6%
FDXACB1,11q23.1,HOMDEL,816,1.6%
GOLGA8G,15q13.1,HOMDEL,816,2.3%
SNORD3P3,14q31.3,HOMDEL,816,0.1%
PHACTR1,6p24.1,AMP,816,3.1%
HEMK1,3p21.31,HOMDEL,816,0.6%
ESPNP,1p36.13,HOMDEL,816,0.6%
RDH12,14q24.1,HOMDEL,816,0.2%
ZC2HC1C,14q24.3,HOMDEL,816,0.2%
ANKRD20A2P,9p11.2,HOMDEL,816,1.0%
USP4,3p21.31,HOMDEL,816,0.5%
EFHD2,1p36.21,HOMDEL,816,0.6%
AMY1A,1p21.1,HOMDEL,816,0.2%
PIGG,4p16.3,HOMDEL,816,0.9%
ZDHHC11,5p15.33,AMP,816,2.7%
MIR137HG,1p21.3,HOMDEL,816,0.1%
CCDC43,17q21.31,HOMDEL,816,0.6%
PROZ,13q34,AMP,816,2.7%
AFDN,6q27,HOMDEL,816,1.3%
TIGD3,11q13.1,HOMDEL,816,0.2%
ALG12,22q13.33,HOMDEL,816,0.9%
FAM138D,12p13.33,AMP,816,4.2%
NBR1,17q21.31,HOMDEL,816,0.6%
TCTA,3p21.31,HOMDEL,816,0.5%
EZH1,17q21.2,HOMDEL,816,0.5%
C11ORF91,11p13,AMP,816,3.1%
AMT,3p21.31,HOMDEL,816,0.5%
PLPPR4,1p21.3-p21.2,HOMDEL,816,0.1%
DNAJC16,1p36.21,HOMDEL,816,0.7%
ZNF581,19q13.42,AMP,816,2.8%
RPL22P19,12q24.31,HOMDEL,816,0.2%
NUTM2B,10q22.3,AMP,816,2.7%
TMEM255B,13q34,AMP,816,2.7%
PTPA,9q34.11,HOMDEL,816,0.2%
TTLL2,6q27,HOMDEL,816,1.3%
FAM74A1,9p12,HOMDEL,816,1.0%
NOXA1,9q34.3,HOMDEL,816,0.4%
TENM3,4q34.3-q35.1,HOMDEL,816,2.2%
LINC00942,12p13.33,AMP,816,3.8%
NLRP13,19q13.43,AMP,816,2.8%
SNORD24,9q34.2,HOMDEL,816,0.2%
NCAM1,11q23.2,HOMDEL,816,1.5%
PGBD2,1q44,AMP,816,14.1%
RIOX1,14q24.3,HOMDEL,816,0.4%
ZNF787,19q13.43,AMP,816,2.8%
TNFSF13B,13q33.3,AMP,816,2.5%
FBLIM1,1p36.21,HOMDEL,816,0.7%
AP4B1,1p13.2,HOMDEL,816,0.2%
NLRP5,19q13.43,AMP,816,2.8%
NLRP8,19q13.43,AMP,816,2.8%
MRPL36,5p15.33,AMP,816,2.3%
AMY1B,1p21.1,HOMDEL,816,0.2%
CLCNKA,1p36.13,HOMDEL,816,0.7%
AAMDC,11q14.1,AMP,816,8.3%
RARS2,6q15,HOMDEL,816,0.4%
PGM5P2,9p11.2,HOMDEL,816,1.0%
PNRC1,6q15,HOMDEL,816,0.4%
RNA5SP379,12q24.33,HOMDEL,816,0.5%
RILPL2,12q24.31,HOMDEL,816,0.2%
CRYAB,11q23.1,HOMDEL,816,1.6%
CROCCP3,1p36.13,HOMDEL,816,0.6%
RPL13,16q24.3,HOMDEL,816,2.2%
ZNF669,1q44,AMP,816,14.3%
MRPL49,11q13.1,HOMDEL,816,0.2%
DIXDC1,11q23.1,HOMDEL,816,1.6%
LYZ,12q15,AMP,816,4.2%
AKR7A2,1p36.13,HOMDEL,816,0.5%
TYMP,22q13.33,HOMDEL,816,0.9%
DDOST,1p36.12,HOMDEL,816,0.5%
PALS1,14q23.3,HOMDEL,816,0.2%
PTPRD,9p24.1-p23,HOMDEL,816,2.7%
INKA1,3p21.31,HOMDEL,816,0.6%
IFRD2,3p21.31,HOMDEL,816,0.7%
G6PC1,17q21.31,HOMDEL,816,0.4%
ZNF583,19q13.43,AMP,816,2.3%
VDAC3,8p11.21,AMP,816,9.7%
ZNF582,19q13.43,AMP,816,2.3%
ZNF542P,19q13.43,AMP,816,2.5%
CAVIN1,17q21.2,HOMDEL,816,0.5%
NLRP4,19q13.43,AMP,816,2.7%
SPATA2L,16q24.3,HOMDEL,816,2.2%
SERPINB9,6p25.2,HOMDEL,816,1.0%
QRICH1,3p21.31,HOMDEL,816,0.5%
RWDD2A,6q14.1,HOMDEL,816,0.4%
FAM74A4,9q12,HOMDEL,816,1.0%
ZNF124,1q44,AMP,816,14.2%
KCNA2,1p13.3,HOMDEL,816,0.2%
ADIPOR2,12p13.33,AMP,816,3.8%
LINC00354,13q34,AMP,816,2.5%
AMY1C,1p21.1,HOMDEL,816,0.2%
SPACA1,6q15,HOMDEL,816,0.2%
SLC66A1,1p36.13,HOMDEL,816,0.5%
PCNX1,14q24.2,HOMDEL,816,0.4%
IGFL1,19q13.32,HOMDEL,816,0.1%
RXRA,9q34.2,HOMDEL,816,0.4%
FAM163B,9q34.2,HOMDEL,816,0.4%
CEP164,11q23.3,HOMDEL,816,1.2%
GOLGA8R,15q13.2,HOMDEL,816,2.3%
SNAP91,6q14.2,HOMDEL,816,0.2%
ZNHIT2,11q13.1,HOMDEL,816,0.2%
EPN1,19q13.42,AMP,816,2.9%
SH3BP5L,1q44,AMP,816,14.1%
CSF1,1p13.3,HOMDEL,816,0.2%
ARHGEF7,13q34,AMP,816,2.3%
CIPC,14q24.3,HOMDEL,816,0.1%
RNA5SP488,21q11.2,HOMDEL,816,1.8%
SCGB1C1,11p15.5,HOMDEL,816,0.9%
CYMP,1p13.3,HOMDEL,816,0.4%
TMUB2,17q21.31,HOMDEL,816,0.5%
MAPKAPK3,3p21.2,HOMDEL,816,0.6%
DHX37,12q24.31,HOMDEL,816,0.2%
GNAT1,3p21.31,HOMDEL,816,0.6%
FAM27E2,9p11.2,HOMDEL,816,1.0%
ULK4P2,15q13.2,HOMDEL,816,2.3%
BAGE2,21p11.2,HOMDEL,816,2.2%
FZD2,17q21.31,HOMDEL,816,0.6%
LINC00508,12q24.32,HOMDEL,816,0.4%
STON2,14q31.1,HOMDEL,816,0.1%
TRIB3,20p13,HOMDEL,816,0.9%
RNU6ATAC5P,4q13.3,AMP,816,2.0%
DPEP1,16q24.3,HOMDEL,816,2.2%
SFTPA2,10q22.3,AMP,816,2.7%
RSF1,11q14.1,AMP,816,8.0%
LINC01590,6q15-q16.1,HOMDEL,816,0.4%
DCUN1D2,13q34,AMP,816,2.6%
OR6F1,1q44,AMP,816,14.1%
ZFP28,19q13.43,AMP,816,2.3%
IFITM2,11p15.5,HOMDEL,816,0.9%
IER5L,9q34.11,HOMDEL,816,0.2%
AMY2A,1p21.1,HOMDEL,816,0.2%
KLLN,10q23,HOMDEL,816,3.7%
ISCA2,14q24.3,HOMDEL,816,0.2%
CDC16,13q34,AMP,816,2.3%
OR2T3,1q44,AMP,816,14.1%
OR2T8,1q44,AMP,816,14.1%
LPCAT1,5p15.33,AMP,816,2.3%
OR2W3,1q44,AMP,816,14.1%
LIG4,13q33.3,AMP,816,2.5%
OR14K1,1q44,AMP,816,14.1%
EFNA5,5q21.3,HOMDEL,816,1.8%
FOXD4L6,9p11.2,HOMDEL,816,1.0%
FKBP2,11q13.1,HOMDEL,816,0.1%
VPS33A,12q24.31,HOMDEL,816,0.2%
GJA10,6q15,HOMDEL,816,0.4%
FOXD4L3,9q21.11,HOMDEL,816,1.0%
MAP3K14,17q21.31,HOMDEL,816,0.7%
RBCK1,20p13,HOMDEL,816,0.9%
GRN,17q21.31,HOMDEL,816,0.6%
CCDC77,12p13.33,AMP,816,4.2%
ABCA2,9q34.3,HOMDEL,816,0.4%
ANKRD11,16q24.3,HOMDEL,816,2.2%
ADM2,22q13.33,HOMDEL,816,0.9%
FBRSL1,12q24.33,HOMDEL,816,0.6%
TPRN,9q34.3,HOMDEL,816,0.4%
PIM3,22q13.33,HOMDEL,816,0.9%
TTC12,11q23.2,HOMDEL,816,1.5%
TMEM203,9q34.3,HOMDEL,816,0.4%
IMPDH2,3p21.31,HOMDEL,816,0.5%
ZNF135,19q13.43,AMP,816,2.2%
ZNF134,19q13.43,AMP,816,2.3%
ZNF672,1q44,AMP,816,14.1%
CBFA2T3,16q24.3,HOMDEL,816,2.0%
SIPA1,11q13.1,HOMDEL,816,0.2%
GOLPH3L,1q21.3,AMP,816,15.3%
FOSL1,11q13.1,HOMDEL,816,0.2%
CCDC106,19q13.42,AMP,816,2.8%
ACSF3,16q24.3,HOMDEL,816,2.0%
SEMA3B,3p21.31,HOMDEL,816,0.7%
MLXIP,12q21.31,HOMDEL,816,0.2%
IGSF9B,11q25,HOMDEL,816,1.8%
PIK3CA,3q26.32,AMP,816,5.4%
RSRC2,12q24.31,HOMDEL,816,0.1%
POLE,12q24.33,HOMDEL,816,0.5%
PPP6R1,19q13.42,AMP,816,2.8%
ZNF671,19q13.43,AMP,816,2.3%
DZIP1,13q32.1,AMP,816,2.1%
RNF208,9q34.3,HOMDEL,816,0.4%
SNORD3A,17p11.2,AMP,816,1.7%
MSI1,12q24.31,HOMDEL,816,0.2%
PPP1R14B,11q13.1,HOMDEL,816,0.1%
NMT1,17q21.31,HOMDEL,816,0.7%
ANKRD37,4q35.1,HOMDEL,816,1.7%
IFT43,14q24.3,HOMDEL,816,0.2%
B3GAT1,11q25,HOMDEL,816,2.0%
KMT2C,7q36.1,HOMDEL,816,1.1%
PKDREJ,22q13.31,HOMDEL,816,0.6%
ALB,4q13.3,AMP,816,2.3%
TRMT112,11q13.1,HOMDEL,816,0.1%
GNAI3,1p13.3,HOMDEL,816,0.2%
GAB2,11q14.1,AMP,816,7.4%
FAM27C,9q13,HOMDEL,816,1.0%
STKLD1,9q34.2,HOMDEL,816,0.2%
OR2B11,1q44,AMP,816,14.1%
ZNF605,12q24.33,HOMDEL,816,0.5%
MEX3D,19p13.3,HOMDEL,816,1.1%
HTR6,1p36.13,HOMDEL,816,0.5%
TMEM82,1p36.21,HOMDEL,816,0.7%
HPD,12q24.31,HOMDEL,816,0.2%
TEX29,13q34,AMP,816,2.3%
PLEK2,14q23.3-q24.1,HOMDEL,816,0.1%
TMPRSS5,11q23.2,HOMDEL,816,1.5%
CLIC3,9q34.3,HOMDEL,816,0.4%
NEAT1,11q13.1,HOMDEL,816,0.2%
HSPB8,12q24.23,HOMDEL,816,0.1%
ZNF835,19q13.43,AMP,816,2.3%
CNST,1q44,AMP,816,14.2%
NQO2,6p25.2,HOMDEL,816,1.0%
POTEA,8p11.1,HOMDEL,816,1.3%
MIMT1,19q13.43,AMP,816,2.2%
PTGES,9q34.11,HOMDEL,816,0.4%
NBL1,1p36.13,HOMDEL,816,0.5%
MYMK,9q34.2,HOMDEL,816,0.4%
ARHGEF19,1p36.13,HOMDEL,816,0.7%
NNMT,11q23.2,HOMDEL,816,1.5%
CIBAR1P2,4q35.1,HOMDEL,816,2.1%
SNX7,1p21.3,HOMDEL,816,0.1%
LINC00304,16q24.3,HOMDEL,816,2.0%
BCL2L15,1p13.2,HOMDEL,816,0.2%
ALG9,11q23.1,HOMDEL,816,1.6%
SBK3,19q13.42,AMP,816,2.8%
OGFOD2,12q24.31,HOMDEL,816,0.2%
AREL1,14q24.3,HOMDEL,816,0.2%
CEP170,1q43,AMP,816,14.1%
PRDM12,9q34.12,HOMDEL,816,0.2%
DDX4,5q11.2,HOMDEL,816,1.3%
SLC25A34,1p36.21,HOMDEL,816,0.7%
TTLL5,14q24.3,HOMDEL,816,0.2%
PAK1,11q13.5-q14.1,AMP,816,7.8%
COX6A1,12q24.31,HOMDEL,816,0.1%
ACR,22q13.33,HOMDEL,816,0.9%
CSNK2A1,20p13,HOMDEL,816,0.9%
EPHA7,6q16.1,HOMDEL,816,0.5%
ZNF778,16q24.3,HOMDEL,816,2.0%
SLC25A45,11q13.1,HOMDEL,816,0.2%
GPHN,14q23.3,HOMDEL,816,0.4%
ATP4B,13q34,AMP,816,2.6%
ALX3,1p13.3,HOMDEL,816,0.2%
DPF3,14q24.2,HOMDEL,816,0.2%
OR2T29,1q44,AMP,816,14.1%
CNTNAP1,17q21.2,HOMDEL,816,0.5%
BIVM,13q33.1,AMP,816,2.2%
RHOF,12q24.31,HOMDEL,816,0.2%
LCNL1,9q34.3,HOMDEL,816,0.4%
CISH,3p21.2,HOMDEL,816,0.6%
SIRT4,12q24.31,HOMDEL,816,0.2%
LINC00943,12q24.32,HOMDEL,816,0.4%
NECAP2,1p36.13,HOMDEL,816,0.6%
RPS6KA4,11q13.1,HOMDEL,816,0.1%
POLA2,11q13.1,HOMDEL,816,0.2%
LCN10,9q34.3,HOMDEL,816,0.4%
NSF,17q21.31,HOMDEL,816,0.5%
CRHR1,17q21.31,HOMDEL,816,0.5%
SORBS2,4q35.1,HOMDEL,816,1.8%
CCDC174,3p25.1,AMP,816,2.1%
LRIF1,1p13.3,HOMDEL,816,0.2%
SNORD118,17p13.1,HOMDEL,816,0.7%
ZFYVE26,14q24.1,HOMDEL,816,0.4%
EHBP1L1,11q13.1,HOMDEL,816,0.2%
RGS7,1q43,AMP,816,13.7%
EXD2,14q24.1,HOMDEL,816,0.4%
CPM,12q15,AMP,816,3.8%
CYB561D1,1p13.3,HOMDEL,816,0.2%
LINC00911,14q31.3,HOMDEL,816,0.1%
SCARNA2,1q13.1,HOMDEL,816,0.2%
FOS,14q24.3,HOMDEL,816,0.2%
OR2AJ1,1q44,AMP,816,14.1%
SHANK3,22q13.33,HOMDEL,816,0.9%
TMEM210,9q34.3,HOMDEL,816,0.4%
FRMD8,11q13.1,HOMDEL,816,0.2%
SPEN,1p36.21-p36.13,HOMDEL,816,0.7%
ABCA4,1p22.1,HOMDEL,816,0.1%
POP5,12q24.31,HOMDEL,816,0.1%
SIGIRR,11p15.5,HOMDEL,816,0.9%
DUXA,19q13.43,AMP,816,2.2%
ZNF304,19q13.43,AMP,816,2.0%
RNU6ATAC2P,5q11.2,HOMDEL,816,1.5%
IRS2,13q34,AMP,816,2.8%
SURF6,9q34.2,HOMDEL,816,0.2%
ARRDC1,9q34.3,HOMDEL,816,0.6%
ADAM21,14q24.2,HOMDEL,816,0.4%
OTUD3,1p36.13,HOMDEL,816,0.5%
PLA2G2F,1p36.12,HOMDEL,816,0.5%
SLC30A7,1p21.2,HOMDEL,816,0.2%
DNAJC4,11q13.1,HOMDEL,816,0.1%
GPR88,1p21.2,HOMDEL,816,0.2%
TBC1D22A,22q13.31,HOMDEL,816,0.9%
FNDC7,1p13.3,HOMDEL,816,0.2%
EDF1,9q34.3,HOMDEL,816,0.4%
BARHL1,9q34.13,HOMDEL,816,0.1%
CHML,1q43,AMP,816,13.8%
PPP2R1B,11q23.1,HOMDEL,816,1.6%
TPTE,21p11.2,HOMDEL,816,2.2%
LINC02908,9q34.3,HOMDEL,816,0.4%
MRAP2,6q14.2,HOMDEL,816,0.4%
NBPF1,1p36.13,HOMDEL,816,0.6%
WRNIP1,6p25.2,HOMDEL,816,1.1%
