gene,cytoband,CNA,num,freq
FLRT2,14q31.3,HOMDEL,816,0.1%
PGGHG,11p15.5,HOMDEL,816,0.9%
GRK1,13q34,AMP,816,2.7%
TMEM115,3p21.31,HOMDEL,816,0.7%
NUTM2E,10q22.3,AMP,816,2.7%
NDUFB5,3q26.33,AMP,816,4.9%
PRAMEF4,1p36.21,HOMDEL,816,0.6%
FAM161B,14q24.3,HOMDEL,816,0.2%
HSPB7,1p36.13,HOMDEL,816,0.7%
RNY1P2,13q33.1,AMP,816,2.3%
ABL1,9q34.12,HOMDEL,816,0.2%
NDUFC2,11q14.1,AMP,816,7.8%
TMED10,14q24.3,HOMDEL,816,0.2%
RNU6ATAC,9q34.2,HOMDEL,816,0.2%
SIDT2,11q23.3,HOMDEL,816,1.2%
MED22,9q34.2,HOMDEL,816,0.2%
STRN4,19q13.32,HOMDEL,816,0.1%
RAP2A,13q32.1,AMP,816,2.6%
ADAM20,14q24.2,HOMDEL,816,0.4%
ARL4D,17q21.31,HOMDEL,816,0.5%
GPATCH8,17q21.31,HOMDEL,816,0.6%
BACE1,11q23.3,HOMDEL,816,1.2%
UQCR11,19p13.3,HOMDEL,816,1.1%
RNA5SP201,6p25.2,HOMDEL,816,1.0%
STK24,13q32.2,AMP,816,2.8%
CCDC110,4q35.1,HOMDEL,816,1.7%
RNU6V,1p13,HOMDEL,816,0.2%
FHL5,6q16.1,HOMDEL,816,0.4%
IRX1,5p15.33,AMP,816,2.5%
AHCTF1,1q44,AMP,816,14.3%
APRT,16q24.3,HOMDEL,816,2.0%
PABPN1L,16q24.3,HOMDEL,816,2.0%
PPIF,10q22.3,AMP,816,2.6%
SNORA59A,1p36.21,HOMDEL,816,0.5%
SNW1,14q24.3,HOMDEL,816,0.1%
PRAMEF9,1p36.21,HOMDEL,816,0.6%
GPHA2,11q13.1,HOMDEL,816,0.2%
SURF4,9q34.2,HOMDEL,816,0.2%
KDM5A,12p13.33,AMP,816,4.2%
SERPINB6,6p25.2,HOMDEL,816,1.0%
NEK9,14q24.3,HOMDEL,816,0.2%
EEIG2,1p13.3,HOMDEL,816,0.2%
AMIGO3,3p21.31,HOMDEL,816,0.6%
RNF10,12q24.31,HOMDEL,816,0.1%
PTGR2,14q24.3,HOMDEL,816,0.4%
FAM50B,6p25.2,HOMDEL,816,1.0%
DNAL1,14q24.3,HOMDEL,816,0.4%
CASP9,1p36.21,HOMDEL,816,0.6%
ZNG1E,9q21.11,HOMDEL,816,1.0%
NDUFS6,5p15.33,AMP,816,2.3%
ANKS1B,12q23.1,HOMDEL,816,1.0%
NLRP11,19q13.43,AMP,816,2.8%
ATG2A,11q13.1,HOMDEL,816,0.2%
HEXIM1,17q21.31,HOMDEL,816,0.7%
CELA2A,1p36.21,HOMDEL,816,0.6%
RNA5SP202,6p25.1,HOMDEL,816,0.7%
NAALADL1,11q13.1,HOMDEL,816,0.2%
SAMD15,14q24.3,HOMDEL,816,0.1%
PTPN21,14q31.3,HOMDEL,816,0.1%
WDR47,1p13.3,HOMDEL,816,0.4%
PRAMEF10,1p36.21,HOMDEL,816,0.6%
RNA5SP147,3q26.32,AMP,816,4.7%
SPIRE2,16q24.3,HOMDEL,816,2.2%
DEFB128,20p13,HOMDEL,816,0.9%
POTED,21q11.2,HOMDEL,816,2.2%
INKA2,1p13.2,HOMDEL,816,0.2%
HCAR3,12q24.31,HOMDEL,816,0.1%
RNA5SP148,3q26.32,AMP,816,4.9%
RNY4P6,11q23.3,HOMDEL,816,1.2%
SURF2,9q34.2,HOMDEL,816,0.2%
SNX8,7p22.3,HOMDEL,816,0.6%
CROCC,1p36.13,HOMDEL,816,0.6%
DEFB125,20p13,HOMDEL,816,0.9%
BRD3,9q34.2,HOMDEL,816,0.4%
ZNF628,19q13.42,AMP,816,2.7%
ADAM21P1,14q24.2,HOMDEL,816,0.4%
SYPL2,1p13.3,HOMDEL,816,0.2%
PCCA,13q32.3,AMP,816,2.9%
IFI35,17q21.31,HOMDEL,816,0.4%
ZNF292,6q14.3,HOMDEL,816,0.5%
LINC00391,13q32.1,AMP,816,2.1%
GPR19,12p13.1,HOMDEL,816,0.7%
AIF1L,9q34.12-q34.13,HOMDEL,816,0.2%
ZNF471,19q13.43,AMP,816,2.5%
CYP4V2,4q35.1-q35.2,HOMDEL,816,1.7%
CD53,1p13.3,HOMDEL,816,0.2%
MAD1L1,7p22.3,HOMDEL,816,0.9%
TMEM254,10q22.3,AMP,816,2.7%
NTNG2,9q34.13,HOMDEL,816,0.2%
HTR3A,11q23.2,HOMDEL,816,1.5%
OR2L2,1q44,AMP,816,14.1%
BCL7A,12q24.31,HOMDEL,816,0.2%
OR2M4,1q44,AMP,816,14.1%
ZW10,11q23.2,HOMDEL,816,1.5%
CEL,9q34.13,HOMDEL,816,0.2%
PSRC1,1p13.3,HOMDEL,816,0.2%
SYNJ2BP,14q24.2,HOMDEL,816,0.4%
ANAPC2,9q34.3,HOMDEL,816,0.4%
CDKN2B,9p21.3,HOMDEL,816,3.3%
ZC3H14,14q31.3,HOMDEL,816,0.1%
HENMT1,1p13.3,HOMDEL,816,0.2%
IKBKB,8p11.21,AMP,816,9.9%
LINC00963,9q34.11,HOMDEL,816,0.4%
SNHG5,6q14.3,HOMDEL,816,0.4%
FAM215A,17q21.31,HOMDEL,816,0.5%
ADAMTS13,9q34.2,HOMDEL,816,0.4%
LMF2,22q13.33,HOMDEL,816,0.9%
MST1L,1p36.13,HOMDEL,816,0.6%
ANO7L1,1p36.13,HOMDEL,816,0.6%
EXTL2,1p21.2,HOMDEL,816,0.2%
ABO,9q34.2,HOMDEL,816,0.2%
TMEM132D,12q24.33,HOMDEL,816,0.5%
SLC39A9,14q24.1,HOMDEL,816,0.2%
SURF1,9q34.2,HOMDEL,816,0.2%
NXPE1,11q23.2,HOMDEL,816,1.5%
P2RX7,12q24.31,HOMDEL,816,0.1%
FAM157B,9q34.3,HOMDEL,816,0.7%
GP6,19q13.42,AMP,816,2.3%
SPATA33,16q24.3,HOMDEL,816,2.2%
RELA,11q13.1,HOMDEL,816,0.2%
UBE2J1,6q15,HOMDEL,816,0.5%
ZNF586,19q13.43,AMP,816,2.6%
PTGDS,9q34.3,HOMDEL,816,0.4%
LINC00910,17q21.31,HOMDEL,816,0.5%
C20ORF96,20p13,HOMDEL,816,0.9%
UNC119B,12q24.31,HOMDEL,816,0.1%
ANKRD6,6q15,HOMDEL,816,0.6%
NALCN,13q32.3-q33.1,AMP,816,2.3%
AP2S1,19q13.32,HOMDEL,816,0.1%
TCP10L3,6q27,HOMDEL,816,1.3%
ZNF876P,4p16.3,HOMDEL,816,0.9%
P2RX4,12q24.31,HOMDEL,816,0.1%
PLAC9,10q22.3,AMP,816,2.7%
CCDC183,9q34.3,HOMDEL,816,0.4%
USP35,11q14.1,AMP,816,7.5%
ARHGAP11B,15q13.2,HOMDEL,816,2.3%
SPACA9,9q34.13,HOMDEL,816,0.1%
UCK1,9q34.13,HOMDEL,816,0.2%
LINC00567,13q34,AMP,816,2.5%
FDX1,11q22.3,HOMDEL,816,1.5%
UFL1,6q16.1,HOMDEL,816,0.4%
COA3,17q21.2,HOMDEL,816,0.4%
ARGLU1-DT,13q33.3,AMP,816,2.1%
KLHDC8B,3p21.31,HOMDEL,816,0.5%
CHAMP1,13q34,AMP,816,2.3%
CUL4A,13q34,AMP,816,2.7%
PRECSIT,13q34,AMP,816,2.5%
ALKBH1,14q24.3,HOMDEL,816,0.1%
LIN52,14q24.3,HOMDEL,816,0.2%
GAS8,16q24.3,HOMDEL,816,2.2%
MED6,14q24.2,HOMDEL,816,0.4%
ZNF552,19q13.43,AMP,816,2.6%
CLIP1,12q24.31,HOMDEL,816,0.1%
NPDC1,9q34.3,HOMDEL,816,0.4%
FAM89B,11q13.1,HOMDEL,816,0.2%
ACOT6,14q24.3,HOMDEL,816,0.4%
DNAH10OS,12q24.31,HOMDEL,816,0.4%
CSMD1,8p23.2,HOMDEL,816,8.7%
AKNAD1,1p13.3,HOMDEL,816,0.5%
FUT7,9q34.3,HOMDEL,816,0.4%
SNX32,11q13.1,HOMDEL,816,0.2%
CTSW,11q13.1,HOMDEL,816,0.2%
ADAM11,17q21.31,HOMDEL,816,0.6%
RAPGEF1,9q34.13,HOMDEL,816,0.5%
LRRC8C,1p22.2,HOMDEL,816,0.1%
FAM234B,12p13.1,HOMDEL,816,0.6%
PGAM5,12q24.33,HOMDEL,816,0.5%
PCNX3,11q13.1,HOMDEL,816,0.2%
NKAPD1,11q23.1,HOMDEL,816,1.6%
RAMP2,17q21.2,HOMDEL,816,0.4%
RCC2,1p36.13,HOMDEL,816,0.6%
C5AR1,19q13.32,HOMDEL,816,0.1%
CELP,9q34.13,HOMDEL,816,0.2%
PPY,17q21.31,HOMDEL,816,0.5%
BAD,11q13.1,HOMDEL,816,0.1%
KAZN,1p36.21,HOMDEL,816,0.7%
NRSN2,20p13,HOMDEL,816,0.9%
RSC1A1,1p36.21,HOMDEL,816,0.7%
CCT2,12q15,AMP,816,3.9%
PAFAH1B2,11q23.3,HOMDEL,816,1.2%
IL6ST,5q11.2,HOMDEL,816,1.5%
TMEM233,12q24.23,HOMDEL,816,0.6%
IL11,19q13.42,AMP,816,2.7%
SPATA31A5,9q12,HOMDEL,816,1.0%
PRDM7,16q24.3,HOMDEL,816,2.2%
ACOT1,14q24.3,HOMDEL,816,0.4%
RIMBP2,12q24.33,HOMDEL,816,0.4%
SNORD68,16q24.3,HOMDEL,816,2.2%
TERT,5p15.33,AMP,816,3.1%
LRCOL1,12q24.33,HOMDEL,816,0.5%
CACFD1,9q34.2,HOMDEL,816,0.4%
TSHR,14q24-q31,HOMDEL,816,0.1%
CCDC127,5p15.33,AMP,816,2.7%
GPR65,14q31.3,HOMDEL,816,0.1%
STH,17q21.31,HOMDEL,816,0.5%
PLEKHM1,17q21.31,HOMDEL,816,0.5%
FBXO42,1p36.13,HOMDEL,816,0.6%
ANKRD10,13q34,AMP,816,2.5%
RPLP0,12q24.23,HOMDEL,816,0.2%
SPATA21,1p36.13,HOMDEL,816,0.6%
CAPN1,11q13.1,HOMDEL,816,0.2%
TMED8,14q24.3,HOMDEL,816,0.1%
SPON2,4p16.3,HOMDEL,816,0.9%
RNA5SP184,5q11.2,HOMDEL,816,1.5%
HDAC10,22q13.33,HOMDEL,816,0.9%
FRG2,4q35.2,HOMDEL,816,2.1%
CATSPERE,1q44,AMP,816,14.0%
PLA2G2A,1p36.13,HOMDEL,816,0.5%
GRAMD4,22q13.31,HOMDEL,816,0.9%
PRDX5,11q13.1,HOMDEL,816,0.1%
SBF1,22q13.33,HOMDEL,816,0.9%
CFAP97,4q35.1,HOMDEL,816,1.7%
TFDP1,13q34,AMP,816,2.6%
LINC00899,22q13.31,HOMDEL,816,0.6%
NRXN2,11q13.1,HOMDEL,816,0.2%
RDH11,14q24.1,HOMDEL,816,0.1%
NOTCH1,9q34.3,HOMDEL,816,0.5%
ZC3H18,16q24.2,HOMDEL,816,2.0%
SLC38A3,3p21.31,HOMDEL,816,0.6%
TMED11P,4p16.3,HOMDEL,816,0.9%
TUBB3,16q24.3,HOMDEL,816,2.2%
ATP13A2,1p36.13,HOMDEL,816,0.6%
FAM217A,6p25.2,HOMDEL,816,1.0%
EFEMP2,11q13.1,HOMDEL,816,0.2%
PRAMEF20,1p36.21,HOMDEL,816,0.6%
KIAA1549L,11p13,AMP,816,3.1%
PRSS35,6q14.2,HOMDEL,816,0.2%
ZNF264,19q13.43,AMP,816,2.3%
FARP1,13q32.2,AMP,816,2.7%
CFAP206,6q15,HOMDEL,816,0.4%
MUC8,12q24.33,HOMDEL,816,0.6%
NXPE2,11q23.2,HOMDEL,816,1.3%
CPT1B,22q13.33,HOMDEL,816,0.9%
METTL21EP,13q33.1,AMP,816,2.1%
BATF2,11q13.1,HOMDEL,816,0.2%
LYRM2,6q15,HOMDEL,816,0.6%
ZNF718,4p16.3,HOMDEL,816,0.9%
ACSL1,4q35.1,HOMDEL,816,1.7%
UBE3D,6q14.1,HOMDEL,816,0.2%
MAX,14q23.3,HOMDEL,816,0.1%
FRMD1,6q27,HOMDEL,816,1.2%
RN7SKP10,13q34,AMP,816,2.7%
PSMD9,12q24.31,HOMDEL,816,0.2%
PDPN,1p36.21,HOMDEL,816,0.5%
CCR10,17q21.2,HOMDEL,816,0.5%
TRIML1,4q35.2,HOMDEL,816,2.1%
IFFO2,1p36.13,HOMDEL,816,0.5%
GSTM2,1p13.3,HOMDEL,816,0.2%
GFAP,17q21.31,HOMDEL,816,0.6%
RNA5SP185,5q11.2,HOMDEL,816,1.6%
DNLZ,9q34.3,HOMDEL,816,0.5%
RGS6,14q24.2,HOMDEL,816,0.5%
CAMKV,3p21.31,HOMDEL,816,0.6%
ADAMTSL4-AS1,1q21.2,AMP,816,15.2%
MBNL2,13q32.1,AMP,816,2.5%
PNMA8B,19q13.32,HOMDEL,816,0.1%
F7,13q34,AMP,816,2.7%
PLEKHD1,14q24.1,HOMDEL,816,0.2%
DEF8,16q24.3,HOMDEL,816,2.2%
TCF15,20p13,HOMDEL,816,1.0%
APOA1,11q23.3,HOMDEL,816,1.2%
ATP6V0A2,12q24.31,HOMDEL,816,0.2%
NELFB,9q34.3,HOMDEL,816,0.4%
TTC38,22q13.31,HOMDEL,816,0.6%
TUBB4B,9q34.3,HOMDEL,816,0.4%
F10,13q34,AMP,816,2.7%
TMEM141,9q34.3,HOMDEL,816,0.4%
OPN3,1q43,AMP,816,13.8%
SAPCD2,9q34.3,HOMDEL,816,0.4%
GARIN5B,19q13.42,AMP,816,2.7%
WDR5,9q34.2,HOMDEL,816,0.2%
PPARA,22q13.31,HOMDEL,816,0.6%
KCTD21,11q14.1,AMP,816,7.5%
TMEM150B,19q13.42,AMP,816,2.8%
LINC00452,13q34,AMP,816,2.7%
PAPLN,14q24.2,HOMDEL,816,0.4%
VPS9D1,16q24.3,HOMDEL,816,2.2%
NOXRED1,14q24.3,HOMDEL,816,0.1%
ZFPL1,11q13.1,HOMDEL,816,0.2%
BPHL,6p25.2,HOMDEL,816,1.0%
CCDC196,14q23.3,HOMDEL,816,0.1%
GATC,12q24.31,HOMDEL,816,0.1%
UBAC2,13q32.3,AMP,816,2.7%
HORMAD1,1q21.3,AMP,816,15.3%
BATF,14q24.3,HOMDEL,816,0.2%
SLIRP-OT1,14q24.3,HOMDEL,816,0.1%
RNA5SP183,5q11.2,HOMDEL,816,1.3%
CCDC85B,11q13.1,HOMDEL,816,0.2%
PTGIR,19q13.32,HOMDEL,816,0.1%
FAM20C,7p22.3,HOMDEL,816,0.6%
RN7SKP7,13q32.1,AMP,816,2.3%
QARS1,3p21.31,HOMDEL,816,0.5%
PXDC1,6p25.2,HOMDEL,816,1.0%
GALNT9,12q24.33,HOMDEL,816,0.6%
RN7SKP9,13q32.3,AMP,816,2.6%
ULK4P3,15q13.2,HOMDEL,816,2.3%
RN7SKP8,13q32.2,AMP,816,2.6%
GSTM1,1p13.3,HOMDEL,816,0.2%
GOLGA8Q,15q13.2,HOMDEL,816,2.3%
DOCK9,13q32.3,AMP,816,2.8%
ZNG1C,9q21.11,HOMDEL,816,1.0%
MYL5,4p16.3,HOMDEL,816,0.9%
DDX47,12p13.1,HOMDEL,816,0.6%
SPATA31A7,9q12,HOMDEL,816,1.0%
ZNF256,19q13.43,AMP,816,2.3%
TFB2M,1q44,AMP,816,14.2%
QRFP,9q34.12,HOMDEL,816,0.2%
REXO4,9q34.2,HOMDEL,816,0.2%
TRIML2,4q35.2,HOMDEL,816,2.1%
DESI2,1q44,AMP,816,14.0%
ULK1,12q24.33,HOMDEL,816,0.7%
SPG7,16q24.3,HOMDEL,816,2.2%
CLCC1,1p13.3,HOMDEL,816,0.4%
SARS1,1p13.3,HOMDEL,816,0.2%
SPATA31A1,9p12,HOMDEL,816,1.0%
VEGFB,11q13.1,HOMDEL,816,0.1%
CHRFAM7A,15q13.2,HOMDEL,816,2.3%
SETD9,5q11.2,HOMDEL,816,1.5%
LAMC3,9q34.12,HOMDEL,816,0.2%
LRP2BP,4q35.1,HOMDEL,816,1.7%
HYAL3,3p21.31,HOMDEL,816,0.7%
CDKN2A-AS1,9p21.3,HOMDEL,816,3.2%
AMIGO1,1p13.3,HOMDEL,816,0.2%
UNCX,7p22.3,HOMDEL,816,0.5%
ZNF587,19q13.43,AMP,816,2.3%
ARHGEF10L,1p36.13,HOMDEL,816,0.6%
GTF2H3,12q24.31,HOMDEL,816,0.2%
C9ORF163,9q34.3,HOMDEL,816,0.5%
ZNF417,19q13.43,AMP,816,2.3%
TOR1A,9q34.11,HOMDEL,816,0.4%
C3ORF20,3p25.1,AMP,816,2.3%
ZNF418,19q13.43,AMP,816,2.3%
DDAH1,1p22.3,AMP,816,3.6%
IP6K2,3p21.31,HOMDEL,816,0.5%
C19ORF18,19q13.43,AMP,816,2.3%
SLC35A1,6q15,HOMDEL,816,0.4%
OLFM1,9q34.3,HOMDEL,816,0.6%
LINC00343,13q33.2,AMP,816,2.1%
MRPL47,3q26.33,AMP,816,4.9%
THRSP,11q14.1,AMP,816,7.7%
APOA4,11q23.3,HOMDEL,816,1.2%
NICN1,3p21.31,HOMDEL,816,0.5%
MIPOL1,14q13.3-q21.1,AMP,816,2.3%
PPP6R2,22q13.33,HOMDEL,816,0.9%
HMCN2,9q34.11,HOMDEL,816,0.4%
NCAPH2,22q13.33,HOMDEL,816,0.9%
DPF2,11q13.1,HOMDEL,816,0.2%
SLC16A1,1p13.2,HOMDEL,816,0.4%
PADI2,1p36.13,HOMDEL,816,0.6%
ETV4,17q21.31,HOMDEL,816,0.5%
MAPK12,22q13.33,HOMDEL,816,0.9%
HSPB2,11q23.1,HOMDEL,816,1.6%
DBH,9q34.2,HOMDEL,816,0.4%
HIPK3,11p13,AMP,816,3.2%
EXOC2,6p25.3,HOMDEL,816,1.5%
SLC22A20P,11q13.1,HOMDEL,816,0.2%
CFAP97D1,17q21.31,HOMDEL,816,0.5%
EXOSC2,9q34.12,HOMDEL,816,0.2%
RNH1,11p15.5,HOMDEL,816,0.9%
RFPL4AL1,19q13.42,AMP,816,2.8%
BRCA1,17q21.31,HOMDEL,816,0.9%
ARL6IP4,12q24.31,HOMDEL,816,0.2%
IHO1,3p21.31,HOMDEL,816,0.5%
ZNF703,8p11.23,AMP,816,13.1%
CASP14,19p13.12,AMP,816,2.7%
IRX2,5p15.33,AMP,816,2.2%
MAMDC4,9q34.3,HOMDEL,816,0.4%
IRX2-DT,5p15.33,AMP,816,2.2%
PSMG4,6p25.2,HOMDEL,816,1.0%
NDUFAF4,6q16.1,HOMDEL,816,0.2%
FIZ1,19q13.42,AMP,816,2.8%
VPS37B,12q24.31,HOMDEL,816,0.1%
KCNT1,9q34.3,HOMDEL,816,0.5%
ZNF548,19q13.43,AMP,816,2.0%
USP22,17p11.2,AMP,816,2.3%
ZSCAN5A,19q13.43,AMP,816,2.6%
INTS4,11q14.1,AMP,816,8.3%
DIPK1B,9q34.3,HOMDEL,816,0.4%
ATF4P4,11q23.2,HOMDEL,816,1.5%
ZNF695,1q44,AMP,816,14.5%
DOP1A,6q14.1,HOMDEL,816,0.4%
NXPE4,11q23.2,HOMDEL,816,1.5%
LRRC39,1p21.2,HOMDEL,816,0.1%
FAM131C,1p36.13,HOMDEL,816,0.7%
EPS8L1,19q13.42,AMP,816,2.6%
PLEKHF1,19q12,AMP,816,4.0%
RNA5SP54,1p13.3,HOMDEL,816,0.2%
ATXN7L3,17q21.31,HOMDEL,816,0.5%
CLDN22,4q35.1,HOMDEL,816,1.7%
CAPZA1,1p13.2,HOMDEL,816,0.4%
SCRT2,20p13,HOMDEL,816,0.7%
ABHD13,13q33.3,AMP,816,2.5%
ZDHHC22,14q24.3,HOMDEL,816,0.1%
PTPRH,19q13.42,AMP,816,2.8%
SCARB1,12q24.31,HOMDEL,816,0.2%
LINC00501,3q26.32,AMP,816,4.9%
TUBGCP6,22q13.33,HOMDEL,816,0.9%
NT5E,6q14.3,HOMDEL,816,0.2%
DENND2D,1p13.3-p13.2,HOMDEL,816,0.2%
CD59,11p13,AMP,816,3.1%
RNY4P27,13q32.1,AMP,816,2.2%
DDX31,9q34.13,HOMDEL,816,0.1%
COQ5,12q24.31,HOMDEL,816,0.1%
TTF1,9q34.13,HOMDEL,816,0.1%
NAT14,19q13.42,AMP,816,2.7%
TCTN2,12q24.31,HOMDEL,816,0.2%
ANKRD17,4q13.3,AMP,816,2.2%
STXBP3,1p13.3,HOMDEL,816,0.2%
ADPRHL1,13q34,AMP,816,2.6%
GPR180,13q32.1,AMP,816,2.1%
ITGA2B,17q21.31,HOMDEL,816,0.6%
INAFM1,19q13.32,HOMDEL,816,0.1%
U2AF2,19q13.42,AMP,816,2.9%
DLST,14q24.3,HOMDEL,816,0.2%
ACYP1,14q24.3,HOMDEL,816,0.2%
EXOC3,5p15.33,AMP,816,2.7%
FCF1,14q24.3,HOMDEL,816,0.2%
MOV10L1,22q13.33,HOMDEL,816,0.9%
DEFB132,20p13,HOMDEL,816,0.9%
CIMIP2A,9q34.3,HOMDEL,816,0.4%
CABP1,12q24.31,HOMDEL,816,0.1%
TBC1D7,6p24.1,AMP,816,2.9%
SPACA7,13q34,AMP,816,2.5%
FAM171A2,17q21.31,HOMDEL,816,0.6%
ZNRD2,11q13.1,HOMDEL,816,0.2%
CIMIP7,3p21.31,HOMDEL,816,0.5%
RNY3P6,13q32.3,AMP,816,2.7%
MCOLN3,1p22.3,HOMDEL,816,0.1%
ARL17A,17q21.31,HOMDEL,816,0.5%
LINC00443,13q33.3,AMP,816,2.1%
SNORD79,1q25.1,HOMDEL,816,2.0%
SPATA31A6,9p11.2,HOMDEL,816,1.0%
SMIM17,19q13.43,AMP,816,2.3%
RNASEH2C,11q13.1,HOMDEL,816,0.2%
ANKRD55,5q11.2,HOMDEL,816,1.6%
GABRR2,6q15,HOMDEL,816,0.5%
AOC2,17q21.31,HOMDEL,816,0.4%
LINC00454,13q34,AMP,816,2.7%
PTGES3L,17q21.31,HOMDEL,816,0.4%
GSG1,12p13.1,HOMDEL,816,0.6%
MRPS25,3p25.1,AMP,816,2.1%
DPH7,9q34.3,HOMDEL,816,0.6%
CDH15,16q24.3,HOMDEL,816,2.0%
SLC49A3,4p16.3,HOMDEL,816,0.9%
SDHAP3,5p15.33,AMP,816,2.3%
MVD,16q24.2,HOMDEL,816,2.0%
TUBBP5,9q34.3,HOMDEL,816,0.7%
SCYL1,11q13.1,HOMDEL,816,0.2%
LRRC37A2,17q21.31,HOMDEL,816,0.5%
ZIC5,13q32.3,AMP,816,2.9%
SUSD6,14q24.1,HOMDEL,816,0.2%
RNA5SP388,14q24.3,HOMDEL,816,0.1%
LRIG2,1p13.2,HOMDEL,816,0.4%
MFAP2,1p36.13,HOMDEL,816,0.6%
CELSR1,22q13.31,HOMDEL,816,0.6%
OLFM3,1p21.1,HOMDEL,816,0.2%
MAJIN,11q13.1,HOMDEL,816,0.2%
UBTF,17q21.31,HOMDEL,816,0.6%
GFI1B,9q34.13,HOMDEL,816,0.1%
HYAL1,3p21.31,HOMDEL,816,0.7%
CDC42EP2,11q13.1,HOMDEL,816,0.2%
LINC00404,13q34,AMP,816,2.5%
ZNF772,19q13.43,AMP,816,2.2%
ZNF268,12q24.33,HOMDEL,816,0.5%
ABCB9,12q24.31,HOMDEL,816,0.2%
SPPL2C,17q21.31,HOMDEL,816,0.5%
LINC00411,13q32.3,AMP,816,2.3%
FAM149A,4q35.1,HOMDEL,816,1.7%
ING2,4q35.1,HOMDEL,816,1.7%
SZRD1,1p36.13,HOMDEL,816,0.6%
MYBPHL,1p13.3,HOMDEL,816,0.2%
SNORD36B,9q34.2,HOMDEL,816,0.2%
CHFR,12q24.33,HOMDEL,816,0.5%
CPSF6,12q15,AMP,816,4.2%
AGPAT2,9q34.3,HOMDEL,816,0.5%
FANCA,16q24.3,HOMDEL,816,2.2%
DUX4L4,4q35.2,HOMDEL,816,2.1%
FOXF2,6p25.3,HOMDEL,816,1.3%
FOXA1,14q21.1,AMP,816,1.8%
PLA2G2C,1p36.12,HOMDEL,816,0.6%
ARSA,22q13.33,HOMDEL,816,0.9%
ANKRD30BP2,21q11.2,HOMDEL,816,2.2%
DBNDD1,16q24.3,HOMDEL,816,2.2%
OR2T27,1q44,AMP,816,14.1%
ANKRD20A3P,9q21.11,HOMDEL,816,1.0%
FGFRL1,4p16.3,HOMDEL,816,0.9%
PTS,11q23.1,HOMDEL,816,1.5%
CCDC71,3p21.31,HOMDEL,816,0.5%
RB1,13q14.2,HOMDEL,816,4.7%
DEFB127,20p13,HOMDEL,816,0.9%
BORCS5,12p13.2,HOMDEL,816,0.9%
PRAMEF6,1p36.21,HOMDEL,816,0.6%
RIPPLY2,6q14.2,HOMDEL,816,0.4%
AMY2B,1p21.1,HOMDEL,816,0.2%
NAA80,3p21.31,HOMDEL,816,0.7%
PLPP7,9q34.13,HOMDEL,816,0.2%
STARD3,17q12,AMP,816,12.6%
THYN1,11q25,HOMDEL,816,2.0%
DDAH1,1p22.3,HOMDEL,816,0.1%
FOXC1,6p25.3,HOMDEL,816,1.3%
NCAPD3,11q25,HOMDEL,816,2.0%
SNORD36C,9q34.2,HOMDEL,816,0.2%
EIF3B,7p22.3,HOMDEL,816,0.5%
TTYH3,7p22.3,HOMDEL,816,0.4%
ZNF154,19q13.43,AMP,816,2.5%
WNK1,12p13.33,AMP,816,4.2%
MPP2,17q21.31,HOMDEL,816,0.5%
RBM25,14q24.2,HOMDEL,816,0.2%
RNA5SP131,3p21.31,HOMDEL,816,0.7%
GCSAML,1q44,AMP,816,14.1%
IL31,12q24.31,HOMDEL,816,0.2%
ACAD8,11q25,HOMDEL,816,2.0%
RUNDC3A,17q21.31,HOMDEL,816,0.6%
COLCA1,11q23.1,HOMDEL,816,1.6%
MYO16,13q33.3,AMP,816,2.6%
WNK4,17q21.2,HOMDEL,816,0.4%
TMEM89,3p21.31,HOMDEL,816,0.5%
RNF214,11q23.3,HOMDEL,816,1.2%
ENTR1,9q34.3,HOMDEL,816,0.5%
CIMAP1B,22q13.33,HOMDEL,816,0.9%
LPAR6,13q14.2,HOMDEL,816,3.3%
OR2T35,1q44,AMP,816,14.1%
PCSK7,11q23.3,HOMDEL,816,1.2%
HOATZ,11q23.1,HOMDEL,816,1.6%
CIMAP1A,11p15.5,HOMDEL,816,0.9%
PRAMEF11,1p36.21,HOMDEL,816,0.6%
CADM1,11q23.3,HOMDEL,816,1.3%
ZFP36L1,14q24.1,HOMDEL,816,0.4%
OR14A2,1q44,AMP,816,14.1%
PLET1,11q23.1,HOMDEL,816,1.5%
CCDC60,12q24.23,HOMDEL,816,0.2%
SPATA31A3,9q21.11,HOMDEL,816,1.0%
EXOC3-AS1,5p15.33,AMP,816,2.7%
KLF16,19p13.3,HOMDEL,816,1.0%
ENTPD8,9q34.3,HOMDEL,816,0.4%
C6ORF163,6q15,HOMDEL,816,0.4%
PADI1,1p36.13,HOMDEL,816,0.6%
TPPP,5p15.33,AMP,816,2.7%
ERH,14q24.1,HOMDEL,816,0.2%
LCN6,9q34.3,HOMDEL,816,0.4%
CFAP96,4q35.1,HOMDEL,816,1.7%
TTC6,14q21.1,AMP,816,2.2%
FUBP3,9q34.11-q34.12,HOMDEL,816,0.2%
GABRR1,6q15,HOMDEL,816,0.5%
UPF3A,13q34,AMP,816,2.3%
YEATS4,12q15,AMP,816,4.2%
MPP3,17q21.31,HOMDEL,816,0.5%
B3GNT4,12q24.31,HOMDEL,816,0.2%
POU2AF3,11q23.1,HOMDEL,816,1.6%
CCN1,1p22.3,HOMDEL,816,0.1%
PRAMEF15,1p36.21,HOMDEL,816,0.6%
CATSPERZ,11q13.1,HOMDEL,816,0.1%
